ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,131072,262145,6.856476,1.864649,4.991827,0.008365,0.001356,4.505788,0.476318,2,2,NVIDIA GeForce RTX 3090
128,131072,262145,7.490774,2.150243,5.340531,0.009111,0.001487,4.784908,0.545025,2,3,NVIDIA GeForce RTX 3090
128,262144,524289,14.252104,3.957557,10.294547,0.013010,0.002383,8.971159,1.307996,2,0,NVIDIA GeForce RTX 3090
128,262144,524289,25.824076,7.242378,18.581697,0.018082,0.002947,16.544098,2.016572,2,1,NVIDIA GeForce RTX 3090
128,262144,524289,19.779768,3.904317,15.875451,0.013561,0.002373,14.534739,1.324777,2,2,NVIDIA GeForce RTX 3090
128,262144,524289,15.939271,4.528536,11.410735,0.014146,0.002578,9.913241,1.480769,2,3,NVIDIA GeForce RTX 3090
128,524288,1048577,33.512276,8.523607,24.988668,0.025781,0.004703,20.609222,4.348963,2,0,NVIDIA GeForce RTX 3090
128,524288,1048577,55.900085,15.242226,40.657860,0.027516,0.005545,34.606522,6.018277,2,1,NVIDIA GeForce RTX 3090
128,524288,1048577,32.556492,8.392920,24.163572,0.023763,0.004727,19.776224,4.358859,2,2,NVIDIA GeForce RTX 3090
128,524288,1048577,33.443199,7.944817,25.498383,0.023804,0.004713,20.927296,4.542567,2,3,NVIDIA GeForce RTX 3090
128,1048576,2097153,93.251419,15.414619,77.836800,0.035676,0.008886,63.161602,14.630636,2,0,NVIDIA GeForce RTX 3090
128,1048576,2097153,132.272812,33.644279,98.628532,0.039845,0.011365,78.466583,20.110743,2,1,NVIDIA GeForce RTX 3090
128,1048576,2097153,77.440056,17.963852,59.476204,0.037236,0.009201,44.091042,15.338725,2,2,NVIDIA GeForce RTX 3090
128,1048576,2097153,84.312317,19.683784,64.628532,0.027481,0.009900,47.803356,16.787796,2,3,NVIDIA GeForce RTX 3090
