ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,131072,262145,10.841589,1.949748,8.891841,0.007672,0.001972,4.710412,4.171785,2,2,NVIDIA GeForce RTX 3090
128,131072,262145,12.048379,2.282168,9.766211,0.016624,0.002187,5.041718,4.705682,2,3,NVIDIA GeForce RTX 3090
128,262144,524289,29.478680,4.211941,25.266739,0.021690,0.003818,9.580373,15.660858,2,0,NVIDIA GeForce RTX 3090
128,262144,524289,43.940773,7.628361,36.312412,0.028555,0.004756,17.186434,19.092667,2,1,NVIDIA GeForce RTX 3090
128,262144,524289,29.895315,4.117727,25.777588,0.023148,0.003778,10.124942,15.625720,2,2,NVIDIA GeForce RTX 3090
128,262144,524289,31.819227,4.681480,27.137747,0.021852,0.004160,10.123187,16.988548,2,3,NVIDIA GeForce RTX 3090
128,524288,1048577,89.351959,8.871765,80.480194,0.029957,0.008379,21.081562,59.360298,2,0,NVIDIA GeForce RTX 3090
128,524288,1048577,117.175850,15.363655,101.812195,0.037183,0.010074,34.939404,66.825531,2,1,NVIDIA GeForce RTX 3090
128,524288,1048577,89.081375,8.729736,80.351639,0.030259,0.008360,20.642488,59.670536,2,2,NVIDIA GeForce RTX 3090
128,524288,1048577,94.144341,8.429466,85.714874,0.021624,0.008719,22.286081,63.398445,2,3,NVIDIA GeForce RTX 3090
128,1048576,2097153,283.741333,15.991211,267.750122,0.031292,0.016287,42.277996,225.424530,2,0,NVIDIA GeForce RTX 3090
128,1048576,2097153,379.041351,35.826721,343.214630,0.046507,0.021069,83.009506,260.137543,2,1,NVIDIA GeForce RTX 3090
128,1048576,2097153,296.449951,18.845642,277.604309,0.047347,0.017050,44.963306,232.576599,2,2,NVIDIA GeForce RTX 3090
128,1048576,2097153,317.380890,20.561096,296.819794,0.044043,0.018537,48.775490,247.981735,2,3,NVIDIA GeForce RTX 3090
